"","NAME","EINWOHNERZ","installed_kw_before2005","installed_kw_2005","installed_kw_2006","installed_kw_2007","installed_kw_2008","installed_kw_2009","installed_kw_2010","installed_kw_2011","installed_kw_2012","installed_kw_2013","installed_kw_2014","installed_kw_2015","installed_kw_2016","installed_kw_2017","installed_kw_2018","installed_kw_2019","installed_kw_2020","installed_kw_2021","installed_kw_2022","installed_kw_total","Scenario1_RoofsOnly_PotentialSolarElectricity_GWh","Scenario2_RoofsOnly_PotentialSolarElectricity_GWh","Scenario3_RoofsFacades_PotentialSolarElectricity_GWh","Scenario4_RoofsFacades_PotentialSolarElectricity_GWh"
"1","Schweiz",8738791,12987.25,4636.72,2227.36,6765.94,16401.56,34182.33,43766.96,125935.67,245296.39,311642.76,182482.08,395936.8,251652.44,210697.29,229114.19,279042.75,415671.33,504487.05,397495.38,3670422.25,64344.89,44634.25,84945.57,65234.47
